"lon","lat"
149.66946,-36.752457
149.64636,-36.748287
149.60689,-36.744564
149.60721,-36.743637
149.70818,-36.74329
140.9435,-36.73961
149.66228,-36.738922
149.67337,-36.73597
149.93716,-36.735275
149.71913,-36.731777
149.90971,-36.728935
149.65855,-36.72819
149.87227,-36.72502
149.86441,-36.72431
149.87167,-36.724136
149.87335,-36.724094
149.1498,-36.715984
149.60422,-36.710464
149.67305,-36.710293
-70.63,-36.71
149.80296,-36.70836
149.80316,-36.70831
149.60188,-36.707813
149.81348,-36.70755
149.68024,-36.706345
149.60965,-36.70584
149.6119,-36.70579
140.89954,-36.70536
149.84128,-36.70414
140.95099,-36.702953
149.66765,-36.70005
149.663,-36.69962
-71.904,-36.69836
-71.90394,-36.69833
149.66815,-36.698235
149.66367,-36.698154
140.95453,-36.69655
149.39528,-36.6963
149.81177,-36.693127
149.38,-36.6916
149.8117,-36.691326
149.88284,-36.690342
149.55202,-36.689068
149.55199,-36.688168
149.34378,-36.684868
149.3425,-36.68438
149.861,-36.681854
149.79442,-36.67731
149.78864,-36.672043
149.66774,-36.670307
149.78856,-36.670242
149.56033,-36.669964
149.87256,-36.66981
149.73106,-36.669106
149.87465,-36.66869
149.87128,-36.6685
149.64194,-36.66818
149.64526,-36.667202
149.6475,-36.667152
149.64973,-36.667103
149.64635,-36.66628
149.64746,-36.666252
149.6497,-36.666203
149.64743,-36.66535
149.88107,-36.663982
149.62953,-36.662342
149.59773,-36.65118
149.97238,-36.65047
149.61682,-36.642426
149.85167,-36.637203
149.57938,-36.637108
149.57704,-36.634453
143.105,-36.6275
149.38869,-36.618553
149.48175,-36.60908
140.04158,-36.60847
149.99652,-36.60777
150.00113,-36.60176
150.0004,-36.597733
149.065,-36.597565
149.58156,-36.569706
149.82922,-36.558434
150.05138,-36.535233
149.77425,-36.53278
149.84564,-36.531776
149.77429,-36.521877
149.87001,-36.504814
148.91515,-36.504524
149.82184,-36.478405
149.77415,-36.47208
149.89868,-36.471252
149.89366,-36.46969
149.70728,-36.469345
149.86433,-36.465675
149.8707,-36.464016
149.85335,-36.455124
149.82918,-36.450024
148.184,-36.443714
149.8474,-36.442616
149.84203,-36.435047
149.8876,-36.424904
149.9729,-36.40147
140.87845,-36.3954
149.2168,-36.39384
140.87758,-36.393684
140.87572,-36.39075
148.44633,-36.38889
150.06801,-36.388268
149.84453,-36.387142
149.87735,-36.386623
149.89583,-36.386486
150.02005,-36.374153
149.98044,-36.371723
149.99266,-36.371685
140.90155,-36.369106
140.90007,-36.36908
148.82707,-36.366196
150.01414,-36.36531
149.42339,-36.365276
148.50197,-36.36321
149.49431,-36.360527
149.86656,-36.35928
148.51231,-36.35797
148.58717,-36.35776
148.56168,-36.35492
148.51883,-36.35247
148.54655,-36.35185
148.58218,-36.34971
149.8574,-36.349667
148.53168,-36.3483
149.75917,-36.34739
148.5696,-36.34665
148.53877,-36.34576
149.80478,-36.345337
148.57893,-36.3444
140.76811,-36.33632
149.07474,-36.3342
140.93785,-36.32972
140.93787,-36.32972
150.11823,-36.322815
150.12415,-36.313038
149.72585,-36.31034
149.06,-36.31
150.05846,-36.295288
149.13286,-36.259266
148.7074,-36.246265
149.02567,-36.245808
148.1793,-36.244076
148.8951,-36.182953
148.15251,-36.17578
148.15602,-36.16773
149.18039,-36.161304
148.1561,-36.14587
150.13289,-36.10417
150.13565,-36.103123
150.13727,-36.103123
148.18117,-36.08973
148.1854,-36.08257
148.20586,-36.07866
146.89241,-36.078094
148.19168,-36.07703
148.22224,-36.07108
148.23343,-36.06902
146.92796,-36.064598
150.09001,-36.062675
144.67982,-36.061478
150.09428,-36.06092
148.45,-36.06
148.84431,-36.05764
148.83357,-36.04924
148.32283,-36.03867
148.3369,-36.03787
148.32637,-36.0364
146.96796,-36.02134
146.90889,-36.020798
146.96353,-36.01977
146.28986,-36.016045
150.15797,-36.014305
150.15616,-36.013695
150.15546,-36.00196
150.15674,-35.997486
150.15569,-35.99566
150.15845,-35.995193
148.79514,-35.99438
150.15883,-35.99437
150.1508,-35.99284
149.71327,-35.986588
149.40668,-35.97805
150.15057,-35.974438
150.15239,-35.964046
150.15167,-35.956215
150.15276,-35.954952
145.75577,-35.954575
147.49463,-35.940983
150.05255,-35.93594
148.6596,-35.931408
146.46677,-35.930622
146.90604,-35.92681
150.11163,-35.92656
150.07513,-35.924774
150.0863,-35.924282
150.07965,-35.92165
150.09564,-35.920506
150.1181,-35.91636
136.77428,-35.91418
150.11931,-35.913685
150.05571,-35.911034
150.1583,-35.91038
147.81966,-35.906742
150.095,-35.895798
147.17473,-35.885254
146.8198,-35.861725
146.967,-35.85405
148.1224,-35.851013
-71.1,-35.85
147.20198,-35.844105
147.79124,-35.84218
137.93695,-35.83724
146.79985,-35.83518
150.17708,-35.82805
150.20529,-35.814682
148.39465,-35.806633
145.5485,-35.804867
138.0667,-35.79896
146.88847,-35.779736
150.20851,-35.777534
149.06015,-35.776485
150.21878,-35.77387
145.559,-35.767708
147.96275,-35.76693
148.51839,-35.76512
147.99883,-35.76294
147.93529,-35.750828
148.97858,-35.7436
148.97969,-35.74358
149.13261,-35.739674
149.64854,-35.724625
149.30557,-35.714336
150.17867,-35.711185
150.18187,-35.700535
145.54387,-35.69873
146.78311,-35.69773
148.49063,-35.69279
147.86188,-35.69124
148.48566,-35.68628
147.00346,-35.678726
148.92941,-35.67679
146.9968,-35.671436
149.46875,-35.66877
149.4679,-35.667774
147.85696,-35.666477
146.71619,-35.664867
148.98,-35.66
148.42236,-35.65864
148.96393,-35.64197
138.22253,-35.641666
149.48062,-35.62544
138.51988,-35.625374
138.156,-35.624207
138.13812,-35.62023
149.6223,-35.617878
149.45248,-35.606373
149.1507,-35.60633
149.57758,-35.6051
138.49928,-35.60414
149.56786,-35.602604
148.299,-35.602
137.51,-35.6
148.36069,-35.59953
138.23135,-35.59638
149.81099,-35.59539
149.75812,-35.593594
148.35059,-35.59326
138.32356,-35.59051
149.75899,-35.58997
148.3449,-35.58982
148.33884,-35.58871
138.31793,-35.58647
149.802,-35.584694
148.32578,-35.58217
148.32315,-35.58189
148.32854,-35.58183
149.23193,-35.579544
148.31772,-35.57923
149.22948,-35.578327
138.46678,-35.578075
148.32205,-35.57588
148.32323,-35.57332
149.80702,-35.56583
149.11047,-35.562435
149.10902,-35.559998
147.64781,-35.55571
150.37709,-35.55411
150.38,-35.55
138.36646,-35.54858
138.60529,-35.5468
147.90292,-35.542953
138.28441,-35.53869
149.09985,-35.537224
149.66925,-35.535103
138.44135,-35.53442
149.44695,-35.526993
149.44751,-35.526394
149.155,-35.519714
149.14832,-35.517128
144.93,-35.51
138.76515,-35.506676
149.06,-35.5
149.69954,-35.499287
138.48936,-35.49917
138.48387,-35.488697
138.72507,-35.48845
149.14616,-35.4775
138.60222,-35.46993
148.14583,-35.46861
138.59991,-35.46827
138.4871,-35.46029
138.5993,-35.45888
138.60023,-35.458393
149.01564,-35.45812
138.60689,-35.45579
149.41,-35.45
144.7635,-35.444668
138.35995,-35.439198
148.12059,-35.436386
148.12167,-35.435474
138.71399,-35.43363
138.71146,-35.43358
138.70993,-35.43203
138.50093,-35.42535
149.1972,-35.416645
138.54031,-35.4138
138.7366,-35.413616
138.43355,-35.411484
149.04138,-35.409893
148.1235,-35.407513
149.01352,-35.399704
138.6305,-35.39883
138.43924,-35.39847
149.38297,-35.397152
148.97864,-35.39572
149.01231,-35.392803
145.99318,-35.390503
149.12851,-35.38752
149.08,-35.38
150.45918,-35.37939
149.18349,-35.378124
149.23,-35.375
149.19843,-35.372894
149.0555,-35.3688
149.2,-35.36
150.44781,-35.358673
149.31775,-35.355606
149.13223,-35.354427
149.11798,-35.34855
148.39409,-35.347324
149.8557,-35.346375
149.42921,-35.343155
149.82443,-35.341114
150.46892,-35.337296
148.75285,-35.331272
149.25316,-35.329754
150.44336,-35.32891
149.34666,-35.328094
150.4368,-35.326504
148.95035,-35.32222
148.06453,-35.320583
138.69481,-35.315872
138.68861,-35.31387
149.59132,-35.312447
148.11061,-35.311604
138.63246,-35.3116
138.65405,-35.31077
148.43692,-35.310596
138.64214,-35.30883
148.06635,-35.30825
138.68079,-35.307606
138.67181,-35.30562
149.125,-35.3055
138.45636,-35.30538
138.6785,-35.30178
138.67934,-35.30139
148.33502,-35.3
149.13,-35.3
148.27895,-35.29507
149.41971,-35.293255
136.89694,-35.29288
149.0829,-35.2893
149.21968,-35.285152
149.17076,-35.28505
149.22064,-35.28414
149.36809,-35.283585
147.97221,-35.28259
149.11,-35.28
149.16,-35.28
136.93764,-35.27972
138.64465,-35.27489
147.74483,-35.27466
149.17442,-35.274166
138.6914,-35.27354
149.58281,-35.273537
138.7019,-35.27149
138.70135,-35.27148
146.5572,-35.271187
138.66798,-35.26633
138.682,-35.266125
138.66309,-35.26488
138.72577,-35.26428
138.72562,-35.2642
148.26126,-35.26213
149.11,-35.26
149.1,-35.26
148.26434,-35.259422
148.76337,-35.25809
150.4214,-35.254448
150.41911,-35.2544
150.52637,-35.252262
149.45126,-35.25155
150.51247,-35.251015
149.5792,-35.249424
149.16783,-35.244125
148.96591,-35.24076
149.17009,-35.239944
149.18459,-35.238686
138.59132,-35.2386
149.40152,-35.23101
149.09117,-35.22605
149.2677,-35.221786
147.76106,-35.220985
149.11949,-35.21654
138.47029,-35.21563
148.329,-35.21293
138.6373,-35.21286
147.89995,-35.210564
149.53015,-35.203365
138.47334,-35.202965
149.53157,-35.20293
148.89822,-35.199955
149.53091,-35.199387
149.22557,-35.198418
138.70882,-35.19344
138.57722,-35.1899
138.60043,-35.183784
149.13,-35.18
149.03,-35.18
143.40065,-35.17349
149.59485,-35.17348
138.67596,-35.16943
150.39566,-35.16557
148.42592,-35.16422
138.65456,-35.16015
149.06,-35.16
138.57951,-35.15867
138.55518,-35.15843
138.58208,-35.15791
147.41296,-35.155045
146.94633,-35.153934
147.35751,-35.15323
149.96266,-35.15242
149.57492,-35.15065
150.58347,-35.15006
138.55513,-35.14466
138.59142,-35.14268
138.58577,-35.14032
138.58812,-35.13865
150.06252,-35.137455
150.06158,-35.136322
138.58337,-35.13576
138.54774,-35.13505
149.58806,-35.13216
138.6739,-35.13166
138.72878,-35.12794
138.72913,-35.1274
138.57104,-35.12605
138.67563,-35.12553
145.97296,-35.124496
138.68661,-35.12442
138.67403,-35.12401
138.54758,-35.12242
138.49658,-35.12138
139.17268,-35.12129
138.47025,-35.12128
138.68082,-35.12081
149.0448,-35.120464
138.5801,-35.11722
138.57626,-35.11669
138.59222,-35.11475
138.572,-35.1121
139.26207,-35.11074
139.26028,-35.11056
138.67667,-35.11054
147.36555,-35.11011
138.93,-35.11
138.67851,-35.10896
138.54305,-35.10881
149.60925,-35.108723
138.582,-35.10824
149.6108,-35.105534
138.64923,-35.10289
138.58386,-35.10107
138.69225,-35.1001
138.58015,-35.09648
138.5703,-35.09629
138.49461,-35.0961
150.59938,-35.093636
150.59933,-35.08884
150.51003,-35.08774
150.59119,-35.087715
150.59245,-35.086937
138.69508,-35.085644
150.69002,-35.083195
150.66368,-35.080463
138.56696,-35.0795
148.10904,-35.07403
138.49994,-35.07365
150.60904,-35.073147
150.66054,-35.073044
149.85901,-35.067753
150.56816,-35.065376
147.43115,-35.063908
138.67874,-35.06235
150.67049,-35.060772
138.83719,-35.058815
149.55263,-35.0557
149.56888,-35.0557
138.51141,-35.053734
138.71808,-35.05231
138.71585,-35.05168
150.58984,-35.05163
138.59471,-35.05096
138.5937,-35.05048
150.58484,-35.050423
150.67303,-35.05021
138.5936,-35.05013
138.59471,-35.05012
149.72574,-35.049995
138.59802,-35.04929
138.59471,-35.04902
138.59583,-35.04902
138.5936,-35.04901
138.5947,-35.04819
138.59583,-35.04818
138.5936,-35.04818
138.5761,-35.04791
138.57498,-35.0479
138.5936,-35.04735
138.5947,-35.04735
138.59583,-35.04735
138.59137,-35.04734
138.59499,-35.04729
138.57498,-35.04707
138.5947,-35.04652
138.59692,-35.04652
138.59581,-35.04651
138.57831,-35.04624
138.58914,-35.04624
138.5883,-35.04624
138.5761,-35.04596
138.57498,-35.04596
138.57387,-35.04596
138.5772,-35.04596
138.58864,-35.04583
138.59055,-35.04541
138.59248,-35.0454
138.57721,-35.04512
138.57498,-35.04512
138.5936,-35.04457
138.59055,-35.04457
138.58942,-35.04457
138.58832,-35.04457
138.57498,-35.0443
138.5772,-35.04429
138.5761,-35.04429
138.58937,-35.04429
138.58943,-35.04374
150.67633,-35.0436
138.67105,-35.04355
138.57498,-35.04346
138.5761,-35.04346
138.58943,-35.04263
138.59164,-35.04263
138.59053,-35.04262
138.58832,-35.04262
138.57831,-35.04262
138.57304,-35.04235
138.57414,-35.04235
138.57637,-35.04235
138.57526,-35.04234
138.59164,-35.0418
138.5883,-35.04179
138.57526,-35.04152
138.5786,-35.04152
138.57304,-35.04152
138.57748,-35.04151
138.59055,-35.04096
138.59164,-35.04096
138.58943,-35.04096
138.5872,-35.04096
138.58609,-35.04096
138.5883,-35.04096
138.57191,-35.04068
138.57414,-35.04068
138.58165,-35.04068
138.57637,-35.04068
138.57304,-35.04068
138.59164,-35.04013
138.58942,-35.04013
138.59055,-35.04013
138.58832,-35.04013
138.57637,-35.03985
138.57526,-35.03985
138.58609,-35.03985
138.58192,-35.03985
138.58083,-35.03985
138.57858,-35.03985
138.58276,-35.03984
138.74803,-35.039833
138.57414,-35.03957
138.57304,-35.03957
138.5697,-35.03957
138.58192,-35.03902
138.5797,-35.03902
138.58609,-35.03902
138.58832,-35.03902
138.58498,-35.03901
138.58302,-35.03901
138.5872,-35.03901
138.58083,-35.03901
138.5697,-35.03874
138.56859,-35.03874
138.57748,-35.03874
138.57303,-35.03874
138.57082,-35.03874
138.57414,-35.03873
138.57637,-35.03873
138.5861,-35.038685
138.58192,-35.03818
138.58415,-35.03818
138.58609,-35.03818
138.58304,-35.03818
138.58527,-35.03818
138.57414,-35.03791
138.57193,-35.03791
138.5697,-35.03791
138.5797,-35.0379
138.57858,-35.0379
138.57082,-35.0379
138.57304,-35.0379
138.5686,-35.0379
138.57748,-35.0379
138.57526,-35.0379
138.58083,-35.0379
138.58527,-35.03735
138.58415,-35.03707
138.57191,-35.03707
138.57637,-35.03707
138.57414,-35.03707
138.5786,-35.03707
138.57526,-35.03707
138.57748,-35.03707
138.58192,-35.03707
138.5797,-35.03707
138.57082,-35.03707
138.57304,-35.03707
138.6504,-35.03702
138.5686,-35.03679
138.67859,-35.036728
138.57858,-35.03624
138.57637,-35.03624
138.58414,-35.03624
138.57748,-35.03624
138.57971,-35.03624
138.58081,-35.03624
138.58636,-35.03624
138.57414,-35.03624
138.58192,-35.03624
138.57526,-35.03623
138.58527,-35.03623
138.58304,-35.03623
138.56776,-35.03596
138.57082,-35.03596
138.56998,-35.03596
138.59387,-35.03568
138.59164,-35.03568
138.59276,-35.03568
138.59499,-35.03568
138.5908,-35.03541
138.57858,-35.03541
138.58304,-35.03541
138.58083,-35.03541
138.57971,-35.0354
138.58527,-35.0354
138.58636,-35.0354
138.56998,-35.03513
138.57304,-35.03512
138.70381,-35.034992
138.59499,-35.03485
138.59193,-35.03457
138.58527,-35.03457
138.5897,-35.03457
138.59387,-35.03457
138.58636,-35.03457
138.5908,-35.03457
138.59303,-35.03457
138.5722,-35.0343
138.57109,-35.03429
138.57332,-35.03429
138.59525,-35.03374
138.59082,-35.03374
138.59303,-35.03374
138.59415,-35.03373
138.59192,-35.03373
138.6839,-35.033485
138.60393,-35.0334
138.59354,-35.0332
138.59526,-35.03291
138.59415,-35.0329
138.59628,-35.0328
138.596,-35.03162
138.5,-35.03
138.66492,-35.02783
138.66994,-35.02773
138.67085,-35.02732
138.67133,-35.02615
138.64319,-35.02213
138.64479,-35.02034
138.7658,-35.01905
149.10709,-35.01612
138.60883,-35.0161
150.61919,-35.01604
138.597,-35.01479
138.65729,-35.01155
138.60982,-35.01017
149.09799,-35.010017
138.73,-35.01
138.60414,-35.00772
138.64111,-35.00745
138.69945,-35.007442
149.7686,-35.00405
138.60152,-35.00347
149.50949,-35.003105
138.64043,-35.00302
138.65744,-35.002
138.75116,-34.998405
138.75359,-34.998
138.63745,-34.99782
150.60805,-34.995132
150.71399,-34.99411
138.75258,-34.99253
150.72491,-34.991367
138.67392,-34.99059
146.74121,-34.989567
138.65091,-34.98955
138.6373,-34.989532
138.64442,-34.98032
138.64526,-34.97918
138.63705,-34.97904
138.6423,-34.97893
138.64098,-34.97859
138.64249,-34.97833
138.64143,-34.97832
138.64626,-34.97689
138.6482,-34.9768
138.64915,-34.97679
138.63795,-34.97675
138.65028,-34.9767
138.64783,-34.97669
138.64935,-34.97662
138.65154,-34.97658
138.65295,-34.9765
138.64955,-34.97635
138.64713,-34.97632
138.6498,-34.97632
138.6504,-34.97632
138.65341,-34.97625
138.64981,-34.97616
138.6503,-34.97575
138.64696,-34.97566
138.65343,-34.97547
138.64803,-34.9754
138.65164,-34.97534
138.65376,-34.97532
138.65395,-34.97524
138.6536,-34.9752
138.65213,-34.97517
138.65427,-34.97507
138.6516,-34.97498
138.65334,-34.97479
138.65392,-34.97477
138.64713,-34.97472
138.68121,-34.97469
138.6479,-34.97462
138.64842,-34.97453
138.64806,-34.97453
138.65614,-34.97433
138.6482,-34.9742
138.64763,-34.97398
138.64835,-34.97395
138.65482,-34.97389
138.64606,-34.97387
138.65717,-34.9736
138.6472,-34.97358
149.40126,-34.97337
138.6466,-34.97332
138.6453,-34.97318
138.67822,-34.973103
138.64864,-34.9731
138.64565,-34.97303
138.64816,-34.97301
138.64653,-34.97291
138.64651,-34.97288
138.64577,-34.97279
138.64496,-34.97267
138.64586,-34.97256
138.6487,-34.97241
138.6447,-34.97237
138.64777,-34.97222
138.6428,-34.97221
138.68742,-34.97192
138.64955,-34.97144
138.7808,-34.9697
138.69409,-34.968876
148.9698,-34.96623
138.80698,-34.961445
148.12936,-34.96143
138.71129,-34.96038
138.68832,-34.95968
138.67838,-34.95913
138.67091,-34.9587
138.66962,-34.9584
148.63562,-34.957626
138.90688,-34.95547
138.67818,-34.95407
138.69083,-34.9526
138.69214,-34.95236
138.68967,-34.94717
150.687,-34.94544
150.68956,-34.945072
150.68701,-34.941093
138.799,-34.940044
149.84142,-34.93945
150.68205,-34.934605
150.6821,-34.93456
138.69913,-34.93383
138.69994,-34.93222
138.69965,-34.93222
138.69911,-34.93221
138.69939,-34.93221
138.69884,-34.9322
138.69994,-34.932
138.69939,-34.93199
138.69966,-34.93199
138.69911,-34.93198
138.69884,-34.93198
138.69994,-34.93177
138.69968,-34.93177
138.69913,-34.93176
138.69939,-34.93176
138.69885,-34.93175
138.69995,-34.93155
138.6994,-34.93154
138.69968,-34.93154
138.69913,-34.93153
138.69885,-34.93153
138.70389,-34.93131
138.70416,-34.93131
138.70361,-34.9313
138.70335,-34.93129
138.7039,-34.93108
138.70416,-34.93108
138.70363,-34.93107
138.70335,-34.93107
138.70166,-34.930878
138.70418,-34.93086
138.7039,-34.93085
138.70363,-34.93085
138.70335,-34.93084
138.7039,-34.93063
138.7042,-34.93063
138.70335,-34.93062
138.70364,-34.93062
138.67186,-34.930573
138.7042,-34.93041
138.70392,-34.9304
138.70364,-34.9304
138.70337,-34.93039
138.70113,-34.93026
138.70087,-34.93026
138.70032,-34.93025
138.70058,-34.93025
138.70114,-34.93004
138.70059,-34.93003
138.70087,-34.93003
138.70032,-34.93002
138.70087,-34.92981
138.70114,-34.92981
138.7006,-34.9298
138.70032,-34.9298
138.70116,-34.92959
138.70088,-34.92958
138.7006,-34.92957
138.70033,-34.92957
149.39456,-34.921215
146.4976,-34.921158
138.73897,-34.9195
150.64854,-34.91779
138.76297,-34.916565
138.76923,-34.91618
138.75645,-34.91595
138.76665,-34.914406
138.76363,-34.91403
150.6067,-34.913002
138.76228,-34.91281
138.76517,-34.91228
138.76224,-34.91227
138.71263,-34.91046
138.71236,-34.91046
138.7118,-34.91045
138.71208,-34.91045
138.71126,-34.91044
138.71098,-34.91043
138.71071,-34.91043
138.71017,-34.91042
138.71043,-34.91042
150.60213,-34.910385
138.71236,-34.91014
138.7121,-34.91014
138.71182,-34.91013
138.71127,-34.91012
138.71098,-34.91012
138.71072,-34.91011
138.71045,-34.91011
138.71017,-34.9101
150.60733,-34.908417
150.61147,-34.9064
149.43428,-34.905025
149.44876,-34.904285
149.44562,-34.904
150.61038,-34.90363
138.7106,-34.903378
138.75761,-34.89506
138.75726,-34.89468
138.76093,-34.89422
150.55731,-34.892662
138.71756,-34.89253
150.55733,-34.89239
138.7328,-34.89119
138.7306,-34.89115
138.73174,-34.89027
138.75746,-34.88984
138.75777,-34.88965
150.57068,-34.888664
150.58635,-34.888557
138.73286,-34.88848
138.76965,-34.88818
138.7329,-34.88758
138.71979,-34.88734
138.79384,-34.886757
138.73183,-34.88666
138.72746,-34.88658
138.69373,-34.88608
138.73296,-34.88578
138.73186,-34.88576
150.60799,-34.885353
149.35054,-34.88504
138.73515,-34.88492
138.87811,-34.884373
149.3527,-34.884098
138.73518,-34.88402
138.71893,-34.883354
149.3494,-34.88326
138.73521,-34.88312
138.70459,-34.88254
138.73305,-34.88218
138.72762,-34.88117
138.78282,-34.880943
150.73387,-34.878742
138.73206,-34.87855
138.72768,-34.87847
138.77702,-34.87839
138.708,-34.8781
138.70691,-34.87808
138.73209,-34.87765
138.7277,-34.87757
138.72661,-34.87755
138.72224,-34.87747
150.57556,-34.877403
138.72774,-34.87667
138.72664,-34.87665
138.72226,-34.87657
138.72118,-34.87654
138.73322,-34.87587
138.72885,-34.87579
138.72775,-34.87577
138.72665,-34.87575
138.72557,-34.87573
138.72447,-34.87571
138.72337,-34.87568
138.72229,-34.87566
138.72119,-34.87564
138.7257,-34.87528
138.74199,-34.87513
138.73871,-34.87507
138.73763,-34.87505
138.73653,-34.87503
138.73543,-34.87501
138.73325,-34.87497
138.72778,-34.87487
138.72668,-34.87485
138.72559,-34.87482
138.7245,-34.8748
138.7234,-34.87478
138.74202,-34.87423
138.74092,-34.87421
138.73874,-34.87417
138.73764,-34.87415
138.73656,-34.87413
138.73546,-34.87411
138.73436,-34.87409
138.73328,-34.87407
138.73218,-34.87405
138.73108,-34.87403
138.7289,-34.87398
138.7278,-34.87396
138.72672,-34.87394
138.72562,-34.87392
138.72452,-34.8739
138.72343,-34.87388
138.72234,-34.87386
138.71468,-34.87372
138.7125,-34.87368
138.73875,-34.87327
138.73767,-34.87325
138.73659,-34.87323
138.73547,-34.87321
138.73439,-34.87319
138.7288,-34.87318
138.7333,-34.87317
138.7322,-34.87315
138.73111,-34.87312
138.72783,-34.87306
138.72675,-34.87304
138.72565,-34.87302
138.72455,-34.873
138.72346,-34.87298
138.72237,-34.87296
138.72127,-34.87294
138.72018,-34.87292
138.71909,-34.8729
138.71799,-34.87288
138.7169,-34.87286
